"riding_id","election_id","order","cre_id","party_name","candidate_name","re_id","votes","votes_percent","delta_percent","expenditures","elected"
"Dartmouth-Cole Harbour","F2015",2,"F2015:Dartmouth-Cole Harbour:Jason Cole:Conservative","Conservative","Jason Cole","F2015:Dartmouth-Cole Harbour",7331,14.03,NA,"52263.31",FALSE
"Dartmouth-Cole Harbour","F2015",1,"F2015:Dartmouth-Cole Harbour:Robert Chisholm:New Democratic","New Democratic","Robert Chisholm","F2015:Dartmouth-Cole Harbour",12757,24.41,NA,"137358.97",FALSE
"Dauphin-Swan River-Neepawa","F2015",4,"F2015:Dauphin-Swan River-Neepawa:Kate Storey:Green","Green","Kate Storey","F2015:Dauphin-Swan River-Neepawa",1592,3.83,NA,"8600.31",FALSE
"Dauphin-Swan River-Neepawa","F2015",2,"F2015:Dauphin-Swan River-Neepawa:Laverne Lewycky:New Democratic","New Democratic","Laverne Lewycky","F2015:Dauphin-Swan River-Neepawa",5097,12.25,NA,"18323.29",FALSE
"Dauphin-Swan River-Neepawa","F2015",1,"F2015:Dauphin-Swan River-Neepawa:Ray Piché:Liberal","Liberal","Ray Piché","F2015:Dauphin-Swan River-Neepawa",12276,29.51,NA,"30343.94",FALSE
"Dauphin-Swan River-Neepawa","F2015",0,"F2015:Dauphin-Swan River-Neepawa:Robert Sopuck:Conservative","Conservative","Robert Sopuck","F2015:Dauphin-Swan River-Neepawa",19276,46.34,NA,"96511.06",TRUE
"Davenport","F2015",1,"F2015:Davenport:Andrew Cash:New Democratic","New Democratic","Andrew Cash","F2015:Davenport",20506,41.36,NA,"113630.62",FALSE
"Davenport","F2015",2,"F2015:Davenport:Carlos Oliveira:Conservative","Conservative","Carlos Oliveira","F2015:Davenport",5233,10.55,NA,"8821.2",FALSE
"Davenport","F2015",3,"F2015:Davenport:Dan Stein:Green","Green","Dan Stein","F2015:Davenport",1530,3.09,NA,"8434.06",FALSE
"Davenport","F2015",0,"F2015:Davenport:Julie Dzerowicz:Liberal","Liberal","Julie Dzerowicz","F2015:Davenport",21947,44.26,NA,"81434.76",TRUE
"Delta","F2015",3,"F2015:Delta:Anthony Edward Devellano:Green","Green","Anthony Edward Devellano","F2015:Delta",1768,3.17,NA,NA,FALSE
"Delta","F2015",0,"F2015:Delta:Carla Qualtrough:Liberal","Liberal","Carla Qualtrough","F2015:Delta",27355,49.12,NA,"72634.16",TRUE
"Delta","F2015",2,"F2015:Delta:Jeremy Leveque:New Democratic","New Democratic","Jeremy Leveque","F2015:Delta",8311,14.92,NA,"59352.24",FALSE
"Delta","F2015",1,"F2015:Delta:Kerry-Lynne Findlay:Conservative","Conservative","Kerry-Lynne Findlay","F2015:Delta",18255,32.78,NA,"174408.46",FALSE
"Desnethé-Missinippi-Churchill River","F2015",0,"F2015:Desnethé-Missinippi-Churchill River:Georgina Jolibois:New Democratic","New Democratic","Georgina Jolibois","F2015:Desnethé-Missinippi-Churchill River",10319,34.15,NA,"26597.41",TRUE
"Desnethé-Missinippi-Churchill River","F2015",1,"F2015:Desnethé-Missinippi-Churchill River:Lawrence Joseph:Liberal","Liberal","Lawrence Joseph","F2015:Desnethé-Missinippi-Churchill River",10237,33.88,NA,"50341.46",FALSE
"Desnethé-Missinippi-Churchill River","F2015",2,"F2015:Desnethé-Missinippi-Churchill River:Rob Clarke:Conservative","Conservative","Rob Clarke","F2015:Desnethé-Missinippi-Churchill River",9105,30.14,NA,"83236.17",FALSE
"Desnethé-Missinippi-Churchill River","F2015",3,"F2015:Desnethé-Missinippi-Churchill River:Warren Koch:Green","Green","Warren Koch","F2015:Desnethé-Missinippi-Churchill River",552,1.83,NA,"1984.03",FALSE
"Don Valley East","F2015",2,"F2015:Don Valley East:Khalid Ahmed:New Democratic","New Democratic","Khalid Ahmed","F2015:Don Valley East",4307,10.36,NA,"9377.74",FALSE
"Don Valley East","F2015",3,"F2015:Don Valley East:Laura Elizabeth Sanderson:Green","Green","Laura Elizabeth Sanderson","F2015:Don Valley East",1078,2.59,NA,NA,FALSE
"Don Valley East","F2015",1,"F2015:Don Valley East:Maureen Harquail:Conservative","Conservative","Maureen Harquail","F2015:Don Valley East",12155,29.23,NA,"127111.51",FALSE
"Don Valley East","F2015",0,"F2015:Don Valley East:Yasmin Ratansi:Liberal","Liberal","Yasmin Ratansi","F2015:Don Valley East",24048,57.82,NA,"109579.16",TRUE
"Don Valley North","F2015",2,"F2015:Don Valley North:Akil Sadikali:New Democratic","New Democratic","Akil Sadikali","F2015:Don Valley North",3896,8.53,NA,"16603.42",FALSE
"Don Valley North","F2015",3,"F2015:Don Valley North:Caroline Brown:Green","Green","Caroline Brown","F2015:Don Valley North",1018,2.23,NA,NA,FALSE
"Don Valley North","F2015",0,"F2015:Don Valley North:Geng Tan:Liberal","Liberal","Geng Tan","F2015:Don Valley North",23494,51.42,NA,"89171.01",TRUE
"Don Valley North","F2015",1,"F2015:Don Valley North:Joe Daniel:Conservative","Conservative","Joe Daniel","F2015:Don Valley North",17279,37.82,NA,"70723.13",FALSE
"Don Valley West","F2015",1,"F2015:Don Valley West:John Carmichael:Conservative","Conservative","John Carmichael","F2015:Don Valley West",19206,37.6,NA,"142970.98",FALSE
"Don Valley West","F2015",3,"F2015:Don Valley West:Natalie Hunt:Green","Green","Natalie Hunt","F2015:Don Valley West",848,1.66,NA,NA,FALSE
"Don Valley West","F2015",0,"F2015:Don Valley West:Rob Oliphant:Liberal","Liberal","Rob Oliphant","F2015:Don Valley West",27472,53.78,NA,"146981.61",TRUE
"Don Valley West","F2015",2,"F2015:Don Valley West:Syeda Riaz:New Democratic","New Democratic","Syeda Riaz","F2015:Don Valley West",3076,6.02,NA,"14563.91",FALSE
"Dorval-Lachine-LaSalle","F2015",0,"F2015:Dorval-Lachine-LaSalle:Anju Dhillon:Liberal","Liberal","Anju Dhillon","F2015:Dorval-Lachine-LaSalle",29974,54.89,NA,"97977.49",TRUE
"Dorval-Lachine-LaSalle","F2015",2,"F2015:Dorval-Lachine-LaSalle:Daniela Chivu:Conservative","Conservative","Daniela Chivu","F2015:Dorval-Lachine-LaSalle",6049,11.08,NA,"25233.35",FALSE
"Dorval-Lachine-LaSalle","F2015",1,"F2015:Dorval-Lachine-LaSalle:Isabelle Morin:New Democratic","New Democratic","Isabelle Morin","F2015:Dorval-Lachine-LaSalle",11769,21.55,NA,"52909.84",FALSE
"Dorval-Lachine-LaSalle","F2015",3,"F2015:Dorval-Lachine-LaSalle:Jean-Frédéric Vaudry:Bloc Québécois","Bloc Québécois","Jean-Frédéric Vaudry","F2015:Dorval-Lachine-LaSalle",5338,9.78,NA,NA,FALSE
"Dorval-Lachine-LaSalle","F2015",4,"F2015:Dorval-Lachine-LaSalle:Vincent J. Carbonneau:Green","Green","Vincent J. Carbonneau","F2015:Dorval-Lachine-LaSalle",1245,2.28,NA,NA,FALSE
"Drummond","F2015",2,"F2015:Drummond:Diane Bourgeois:Bloc Québécois","Bloc Québécois","Diane Bourgeois","F2015:Drummond",11862,22.8,NA,"34502.97",FALSE
"Drummond","F2015",0,"F2015:Drummond:François Choquette:New Democratic","New Democratic","François Choquette","F2015:Drummond",15833,30.5,NA,"46839.41",TRUE
"Drummond","F2015",3,"F2015:Drummond:Pascale Déry:Conservative","Conservative","Pascale Déry","F2015:Drummond",9221,17.7,NA,"58680.41",FALSE
"Drummond","F2015",1,"F2015:Drummond:Pierre Côté:Liberal","Liberal","Pierre Côté","F2015:Drummond",13793,26.5,NA,"17306.35",FALSE
"Drummond","F2015",4,"F2015:Drummond:Émile Coderre:Green","Green","Émile Coderre","F2015:Drummond",1270,2.4,NA,NA,FALSE
"Dufferin-Caledon","F2015",0,"F2015:Dufferin-Caledon:David Tilson:Conservative","Conservative","David Tilson","F2015:Dufferin-Caledon",27977,46.28,NA,"89524.29",TRUE
"Dufferin-Caledon","F2015",1,"F2015:Dufferin-Caledon:Ed Crewson:Liberal","Liberal","Ed Crewson","F2015:Dufferin-Caledon",23643,39.11,NA,"98995.67",FALSE
"Dufferin-Caledon","F2015",2,"F2015:Dufferin-Caledon:Nancy Urekar:Green","Green","Nancy Urekar","F2015:Dufferin-Caledon",4433,7.33,NA,"29801.14",FALSE
"Dufferin-Caledon","F2015",3,"F2015:Dufferin-Caledon:Rehya Yazbek:New Democratic","New Democratic","Rehya Yazbek","F2015:Dufferin-Caledon",4398,7.28,NA,"9127.01",FALSE
"Durham","F2015",1,"F2015:Durham:Corinna Traill:Liberal","Liberal","Corinna Traill","F2015:Durham",22949,35.75,NA,"51458.76",FALSE
"Durham","F2015",2,"F2015:Durham:Derek Spence:New Democratic","New Democratic","Derek Spence","F2015:Durham",10289,16.03,NA,"21240.1",FALSE
"Durham","F2015",0,"F2015:Durham:Erin O'Toole:Conservative","Conservative","Erin O'Toole","F2015:Durham",28967,45.13,NA,"117180.89",TRUE
"Durham","F2015",3,"F2015:Durham:Stacey Leadbetter:Green","Green","Stacey Leadbetter","F2015:Durham",1616,2.52,NA,"109.9",FALSE
"Edmonton Centre","F2015",3,"F2015:Edmonton Centre:David Parker:Green","Green","David Parker","F2015:Edmonton Centre",1403,2.62,NA,"113.87",FALSE
"Edmonton Centre","F2015",2,"F2015:Edmonton Centre:Gil McGowan:New Democratic","New Democratic","Gil McGowan","F2015:Edmonton Centre",13084,24.45,NA,"109525.67",FALSE
"Edmonton Centre","F2015",1,"F2015:Edmonton Centre:James Cumming:Conservative","Conservative","James Cumming","F2015:Edmonton Centre",18703,34.95,NA,"132838.67",FALSE
"Edmonton Centre","F2015",0,"F2015:Edmonton Centre:Randy Boissonnault:Liberal","Liberal","Randy Boissonnault","F2015:Edmonton Centre",19902,37.19,NA,"126839.87",TRUE
"Edmonton Griesbach","F2015",2,"F2015:Edmonton Griesbach:Brian Gold:Liberal","Liberal","Brian Gold","F2015:Edmonton Griesbach",10397,21.69,NA,"14575.14",FALSE
"Edmonton Griesbach","F2015",3,"F2015:Edmonton Griesbach:Heather Workman:Green","Green","Heather Workman","F2015:Edmonton Griesbach",1129,2.35,NA,"1404.61",FALSE
"Edmonton Griesbach","F2015",1,"F2015:Edmonton Griesbach:Janis Irwin:New Democratic","New Democratic","Janis Irwin","F2015:Edmonton Griesbach",16309,34.02,NA,"150799.22",FALSE
"Edmonton Griesbach","F2015",0,"F2015:Edmonton Griesbach:Kerry Diotte:Conservative","Conservative","Kerry Diotte","F2015:Edmonton Griesbach",19157,39.96,NA,"93048.3",TRUE
"Edmonton Manning","F2015",2,"F2015:Edmonton Manning:Aaron Paquette:New Democratic","New Democratic","Aaron Paquette","F2015:Edmonton Manning",11582,23.64,NA,"81387.2",FALSE
"Edmonton Manning","F2015",3,"F2015:Edmonton Manning:Chris Vallee:Green","Green","Chris Vallee","F2015:Edmonton Manning",1079,2.2,NA,"960.75",FALSE
"Edmonton Manning","F2015",1,"F2015:Edmonton Manning:Sukhdev Aujla:Liberal","Liberal","Sukhdev Aujla","F2015:Edmonton Manning",13509,27.57,NA,"29398.3",FALSE
"Edmonton Manning","F2015",0,"F2015:Edmonton Manning:Ziad Aboultaif:Conservative","Conservative","Ziad Aboultaif","F2015:Edmonton Manning",22166,45.24,NA,"93803.5",TRUE
"Edmonton Mill Woods","F2015",0,"F2015:Edmonton Mill Woods:Amarjeet Sohi:Liberal","Liberal","Amarjeet Sohi","F2015:Edmonton Mill Woods",20423,41.24,NA,"136379.94",TRUE
"Edmonton Mill Woods","F2015",2,"F2015:Edmonton Mill Woods:Jasvir Deol:New Democratic","New Democratic","Jasvir Deol","F2015:Edmonton Mill Woods",6330,12.78,NA,"55302.53",FALSE
"Edmonton Mill Woods","F2015",3,"F2015:Edmonton Mill Woods:Ralph McLean:Green","Green","Ralph McLean","F2015:Edmonton Mill Woods",1096,2.21,NA,"1671.63",FALSE
"Edmonton Mill Woods","F2015",1,"F2015:Edmonton Mill Woods:Tim Uppal:Conservative","Conservative","Tim Uppal","F2015:Edmonton Mill Woods",20331,41.06,NA,"126472.41",FALSE
"Edmonton Riverbend","F2015",2,"F2015:Edmonton Riverbend:Brian Fleck:New Democratic","New Democratic","Brian Fleck","F2015:Edmonton Riverbend",9846,17.05,NA,"44795.24",FALSE
"Edmonton Riverbend","F2015",0,"F2015:Edmonton Riverbend:Matt Jeneroux:Conservative","Conservative","Matt Jeneroux","F2015:Edmonton Riverbend",28805,49.89,NA,"126240.74",TRUE
"Edmonton Riverbend","F2015",1,"F2015:Edmonton Riverbend:Tariq Chaudary:Liberal","Liberal","Tariq Chaudary","F2015:Edmonton Riverbend",17428,30.18,NA,"62340.29",FALSE
"Edmonton Riverbend","F2015",3,"F2015:Edmonton Riverbend:Valerie Kennedy:Green","Green","Valerie Kennedy","F2015:Edmonton Riverbend",1275,2.21,NA,"6040.67",FALSE
"Edmonton Strathcona","F2015",2,"F2015:Edmonton Strathcona:Eleanor Olszewski:Liberal","Liberal","Eleanor Olszewski","F2015:Edmonton Strathcona",11524,20.73,NA,"62711.39",FALSE
"Edmonton Strathcona","F2015",3,"F2015:Edmonton Strathcona:Jacob K. Binnema:Green","Green","Jacob K. Binnema","F2015:Edmonton Strathcona",1278,2.3,NA,"1924.74",FALSE
"Edmonton Strathcona","F2015",1,"F2015:Edmonton Strathcona:Len Thom:Conservative","Conservative","Len Thom","F2015:Edmonton Strathcona",17395,31.28,NA,"36812.49",FALSE
"Edmonton Strathcona","F2015",0,"F2015:Edmonton Strathcona:Linda Duncan:New Democratic","New Democratic","Linda Duncan","F2015:Edmonton Strathcona",24446,43.96,NA,"87241.42",TRUE
"Edmonton West","F2015",2,"F2015:Edmonton West:Heather MacKenzie:New Democratic","New Democratic","Heather MacKenzie","F2015:Edmonton West",6955,13.01,NA,"42880.4",FALSE
"Edmonton West","F2015",1,"F2015:Edmonton West:Karen Leibovici:Liberal","Liberal","Karen Leibovici","F2015:Edmonton West",18649,34.89,NA,"96857.17",FALSE
"Edmonton West","F2015",0,"F2015:Edmonton West:Kelly McCauley:Conservative","Conservative","Kelly McCauley","F2015:Edmonton West",26370,49.33,NA,"107945.94",TRUE
"Edmonton West","F2015",3,"F2015:Edmonton West:Pamela Leslie Bryan:Green","Green","Pamela Leslie Bryan","F2015:Edmonton West",1037,1.94,NA,NA,FALSE
"Edmonton-Wetaskiwin","F2015",2,"F2015:Edmonton-Wetaskiwin:Fritz K. Bitz:New Democratic","New Democratic","Fritz K. Bitz","F2015:Edmonton-Wetaskiwin",6645,9.72,NA,"12140.06",FALSE
"Edmonton-Wetaskiwin","F2015",1,"F2015:Edmonton-Wetaskiwin:Jacqueline Biollo:Liberal","Liberal","Jacqueline Biollo","F2015:Edmonton-Wetaskiwin",14660,21.45,NA,"10463.94",FALSE
"Edmonton-Wetaskiwin","F2015",3,"F2015:Edmonton-Wetaskiwin:Joy-Ann Hut:Green","Green","Joy-Ann Hut","F2015:Edmonton-Wetaskiwin",1595,2.33,NA,"1420.42",FALSE
"Edmonton-Wetaskiwin","F2015",0,"F2015:Edmonton-Wetaskiwin:Mike Lake:Conservative","Conservative","Mike Lake","F2015:Edmonton-Wetaskiwin",44949,65.77,NA,"108058.16",TRUE
"Eglinton-Lawrence","F2015",2,"F2015:Eglinton-Lawrence:Andrew Thomson:New Democratic","New Democratic","Andrew Thomson","F2015:Eglinton-Lawrence",3505,6.28,NA,"114205.95",FALSE
"Eglinton-Lawrence","F2015",1,"F2015:Eglinton-Lawrence:Joe Oliver:Conservative","Conservative","Joe Oliver","F2015:Eglinton-Lawrence",23788,42.64,NA,"183256.52",FALSE
"Eglinton-Lawrence","F2015",0,"F2015:Eglinton-Lawrence:Marco Mendicino:Liberal","Liberal","Marco Mendicino","F2015:Eglinton-Lawrence",27278,48.89,NA,"155849.6",TRUE
"Eglinton-Lawrence","F2015",3,"F2015:Eglinton-Lawrence:Matthew Chisholm:Green","Green","Matthew Chisholm","F2015:Eglinton-Lawrence",799,1.43,NA,"217.6",FALSE
"Egmont","F2015",0,"F2015:Egmont:Bobby Morrissey:Liberal","Liberal","Bobby Morrissey","F2015:Egmont",10521,49.25,NA,"67240.83",TRUE
"Egmont","F2015",1,"F2015:Egmont:Gail Shea:Conservative","Conservative","Gail Shea","F2015:Egmont",6185,28.95,NA,"110058.32",FALSE
"Egmont","F2015",2,"F2015:Egmont:Herb Dickieson:New Democratic","New Democratic","Herb Dickieson","F2015:Egmont",4097,19.18,NA,"34718.49",FALSE
"Egmont","F2015",3,"F2015:Egmont:Nils Ling:Green","Green","Nils Ling","F2015:Egmont",559,2.62,NA,"4895.27",FALSE
"Elgin-Middlesex-London","F2015",3,"F2015:Elgin-Middlesex-London:Bronagh Joyce Morgan:Green","Green","Bronagh Joyce Morgan","F2015:Elgin-Middlesex-London",1783,3.13,NA,"1839.04",FALSE
"Elgin-Middlesex-London","F2015",2,"F2015:Elgin-Middlesex-London:Fred Sinclair:New Democratic","New Democratic","Fred Sinclair","F2015:Elgin-Middlesex-London",8771,15.41,NA,"8149.29",FALSE
"Elgin-Middlesex-London","F2015",0,"F2015:Elgin-Middlesex-London:Karen Louise Vecchio:Conservative","Conservative","Karen Louise Vecchio","F2015:Elgin-Middlesex-London",28023,49.22,NA,"127082.9",TRUE
"Elgin-Middlesex-London","F2015",1,"F2015:Elgin-Middlesex-London:Lori Baldwin-Sands:Liberal","Liberal","Lori Baldwin-Sands","F2015:Elgin-Middlesex-London",17642,30.99,NA,"31815.89",FALSE
"Elmwood-Transcona","F2015",2,"F2015:Elmwood-Transcona:Andrea Richardson-Lipon:Liberal","Liberal","Andrea Richardson-Lipon","F2015:Elmwood-Transcona",12713,29.51,NA,"23842.58",FALSE
"Elmwood-Transcona","F2015",0,"F2015:Elmwood-Transcona:Daniel Blaikie:New Democratic","New Democratic","Daniel Blaikie","F2015:Elmwood-Transcona",14709,34.14,NA,"109753.17",TRUE
"Elmwood-Transcona","F2015",3,"F2015:Elmwood-Transcona:Kim Parke:Green","Green","Kim Parke","F2015:Elmwood-Transcona",1016,2.36,NA,NA,FALSE
"Elmwood-Transcona","F2015",1,"F2015:Elmwood-Transcona:Lawrence Toet:Conservative","Conservative","Lawrence Toet","F2015:Elmwood-Transcona",14648,34,NA,"127718.93",FALSE
"Esquimalt-Saanich-Sooke","F2015",1,"F2015:Esquimalt-Saanich-Sooke:David Merner:Liberal","Liberal","David Merner","F2015:Esquimalt-Saanich-Sooke",18622,27.35,NA,"33914.59",FALSE
"Esquimalt-Saanich-Sooke","F2015",2,"F2015:Esquimalt-Saanich-Sooke:Frances Litman:Green","Green","Frances Litman","F2015:Esquimalt-Saanich-Sooke",13575,19.94,NA,"119498.62",FALSE
"Esquimalt-Saanich-Sooke","F2015",0,"F2015:Esquimalt-Saanich-Sooke:Randall Garrison:New Democratic","New Democratic","Randall Garrison","F2015:Esquimalt-Saanich-Sooke",23836,35.01,NA,"119644.07",TRUE
"Esquimalt-Saanich-Sooke","F2015",3,"F2015:Esquimalt-Saanich-Sooke:Shari Lukens:Conservative","Conservative","Shari Lukens","F2015:Esquimalt-Saanich-Sooke",11912,17.5,NA,"108944.43",FALSE
"Essex","F2015",2,"F2015:Essex:Audrey Festeryga:Liberal","Liberal","Audrey Festeryga","F2015:Essex",12639,20.88,NA,"78480.89",FALSE
"Essex","F2015",1,"F2015:Essex:Jeff Watson:Conservative","Conservative","Jeff Watson","F2015:Essex",21602,35.69,NA,"87656.45",FALSE
"Essex","F2015",3,"F2015:Essex:Jennifer Alderson:Green","Green","Jennifer Alderson","F2015:Essex",1141,1.88,NA,NA,FALSE
"Essex","F2015",0,"F2015:Essex:Tracey Ramsey:New Democratic","New Democratic","Tracey Ramsey","F2015:Essex",25072,41.42,NA,"106087.64",TRUE
"Etobicoke Centre","F2015",0,"F2015:Etobicoke Centre:Borys Wrzesnewskyj:Liberal","Liberal","Borys Wrzesnewskyj","F2015:Etobicoke Centre",32612,52.77,NA,"183159.14",TRUE
"Etobicoke Centre","F2015",3,"F2015:Etobicoke Centre:Shawn Rizvi:Green","Green","Shawn Rizvi","F2015:Etobicoke Centre",856,1.39,NA,NA,FALSE
"Etobicoke Centre","F2015",2,"F2015:Etobicoke Centre:Tanya De Mello:New Democratic","New Democratic","Tanya De Mello","F2015:Etobicoke Centre",4886,7.91,NA,"86715.88",FALSE
"Etobicoke Centre","F2015",1,"F2015:Etobicoke Centre:Ted Opitz:Conservative","Conservative","Ted Opitz","F2015:Etobicoke Centre",23070,37.33,NA,"123382.55",FALSE
"Etobicoke North","F2015",3,"F2015:Etobicoke North:Akhtar Ayub:Green","Green","Akhtar Ayub","F2015:Etobicoke North",524,1.25,NA,"1558.16",FALSE
"Etobicoke North","F2015",2,"F2015:Etobicoke North:Faisal Hassan:New Democratic","New Democratic","Faisal Hassan","F2015:Etobicoke North",5220,12.41,NA,"37513.09",FALSE
"Etobicoke North","F2015",0,"F2015:Etobicoke North:Kirsty Duncan:Liberal","Liberal","Kirsty Duncan","F2015:Etobicoke North",26251,62.41,NA,"69670.96",TRUE
"Etobicoke North","F2015",1,"F2015:Etobicoke North:Toyin Dada:Conservative","Conservative","Toyin Dada","F2015:Etobicoke North",9673,23,NA,"60237.66",FALSE
"Etobicoke-Lakeshore","F2015",3,"F2015:Etobicoke-Lakeshore:Angela Salewsky:Green","Green","Angela Salewsky","F2015:Etobicoke-Lakeshore",1507,2.34,NA,"2045.1",FALSE
"Etobicoke-Lakeshore","F2015",1,"F2015:Etobicoke-Lakeshore:Bernard Trottier:Conservative","Conservative","Bernard Trottier","F2015:Etobicoke-Lakeshore",20932,32.45,NA,"114083.23",FALSE
"Etobicoke-Lakeshore","F2015",0,"F2015:Etobicoke-Lakeshore:James Maloney:Liberal","Liberal","James Maloney","F2015:Etobicoke-Lakeshore",34638,53.7,NA,"154037.25",TRUE
"Etobicoke-Lakeshore","F2015",2,"F2015:Etobicoke-Lakeshore:Phil Trotter:New Democratic","New Democratic","Phil Trotter","F2015:Etobicoke-Lakeshore",7030,10.9,NA,"27861.8",FALSE
"Flamborough-Glanbrook","F2015",3,"F2015:Flamborough-Glanbrook:Dave Allan Urquhart:Green","Green","Dave Allan Urquhart","F2015:Flamborough-Glanbrook",1866,3.36,NA,"2276.63",FALSE
"Flamborough-Glanbrook","F2015",0,"F2015:Flamborough-Glanbrook:David Sweet:Conservative","Conservative","David Sweet","F2015:Flamborough-Glanbrook",24137,43.48,NA,"157159.87",TRUE
"Flamborough-Glanbrook","F2015",1,"F2015:Flamborough-Glanbrook:Jennifer Stebbing:Liberal","Liberal","Jennifer Stebbing","F2015:Flamborough-Glanbrook",21728,39.14,NA,"37599.55",FALSE
"Flamborough-Glanbrook","F2015",2,"F2015:Flamborough-Glanbrook:Mike DiLivio:New Democratic","New Democratic","Mike DiLivio","F2015:Flamborough-Glanbrook",7779,14.01,NA,"2280.27",FALSE
"Fleetwood-Port Kells","F2015",2,"F2015:Fleetwood-Port Kells:Garry Begg:New Democratic","New Democratic","Garry Begg","F2015:Fleetwood-Port Kells",10463,21.46,NA,"100039.24",FALSE
"Fleetwood-Port Kells","F2015",0,"F2015:Fleetwood-Port Kells:Ken Hardie:Liberal","Liberal","Ken Hardie","F2015:Fleetwood-Port Kells",22871,46.9,NA,"50601.97",TRUE
"Fleetwood-Port Kells","F2015",1,"F2015:Fleetwood-Port Kells:Nina Grewal:Conservative","Conservative","Nina Grewal","F2015:Fleetwood-Port Kells",14275,29.27,NA,"77785.9",FALSE
"Fleetwood-Port Kells","F2015",3,"F2015:Fleetwood-Port Kells:Richard Hosein:Green","Green","Richard Hosein","F2015:Fleetwood-Port Kells",1154,2.37,NA,"3625.85",FALSE
"Foothills","F2015",2,"F2015:Foothills:Alison Thompson:New Democratic","New Democratic","Alison Thompson","F2015:Foothills",3919,6.43,NA,"9096.95",FALSE
"Foothills","F2015",0,"F2015:Foothills:John Barlow:Conservative","Conservative","John Barlow","F2015:Foothills",46166,75.7,NA,"66508.37",TRUE
"Foothills","F2015",3,"F2015:Foothills:Romy S. Tittel:Green","Green","Romy S. Tittel","F2015:Foothills",1983,3.25,NA,"16306.65",FALSE
"Foothills","F2015",1,"F2015:Foothills:Tanya MacPherson:Liberal","Liberal","Tanya MacPherson","F2015:Foothills",8149,13.36,NA,"3837.36",FALSE
"Fort McMurray-Cold Lake","F2015",3,"F2015:Fort McMurray-Cold Lake:Brian Deheer:Green","Green","Brian Deheer","F2015:Fort McMurray-Cold Lake",743,1.57,NA,"7.5",FALSE
"Fort McMurray-Cold Lake","F2015",0,"F2015:Fort McMurray-Cold Lake:David Yurdiga:Conservative","Conservative","David Yurdiga","F2015:Fort McMurray-Cold Lake",28625,60.56,NA,"81523.68",TRUE
"Fort McMurray-Cold Lake","F2015",1,"F2015:Fort McMurray-Cold Lake:Kyle Harrietha:Liberal","Liberal","Kyle Harrietha","F2015:Fort McMurray-Cold Lake",13403,28.36,NA,"77417.78",FALSE
"Fort McMurray-Cold Lake","F2015",2,"F2015:Fort McMurray-Cold Lake:Melody Lepine:New Democratic","New Democratic","Melody Lepine","F2015:Fort McMurray-Cold Lake",3663,7.75,NA,"18491.32",FALSE
"Fredericton","F2015",1,"F2015:Fredericton:Keith Ashfield:Conservative","Conservative","Keith Ashfield","F2015:Fredericton",13280,28.42,NA,"79507.14",FALSE
"Fredericton","F2015",2,"F2015:Fredericton:Mary Lou Babineau:Green","Green","Mary Lou Babineau","F2015:Fredericton",5804,12.42,NA,"159022.44",FALSE
"Fredericton","F2015",0,"F2015:Fredericton:Matt DeCourcey:Liberal","Liberal","Matt DeCourcey","F2015:Fredericton",23016,49.26,NA,"98991.33",TRUE
"Fredericton","F2015",3,"F2015:Fredericton:Sharon Scott-Levesque:New Democratic","New Democratic","Sharon Scott-Levesque","F2015:Fredericton",4622,9.89,NA,NA,FALSE
"Fundy Royal","F2015",0,"F2015:Fundy Royal:Alaina Lockhart:Liberal","Liberal","Alaina Lockhart","F2015:Fundy Royal",19136,40.87,NA,"44760.36",TRUE
"Fundy Royal","F2015",2,"F2015:Fundy Royal:Jennifer McKenzie:New Democratic","New Democratic","Jennifer McKenzie","F2015:Fundy Royal",8204,17.52,NA,"48770.66",FALSE
"Fundy Royal","F2015",1,"F2015:Fundy Royal:Rob Moore:Conservative","Conservative","Rob Moore","F2015:Fundy Royal",17361,37.09,NA,"94342.23",FALSE
"Fundy Royal","F2015",3,"F2015:Fundy Royal:Stephanie Coburn:Green","Green","Stephanie Coburn","F2015:Fundy Royal",1823,3.89,NA,"1469.99",FALSE
"Gaspésie-Les Îles-de-la-Madeleine","F2015",0,"F2015:Gaspésie-Les Îles-de-la-Madeleine:Diane Lebouthillier:Liberal","Liberal","Diane Lebouthillier","F2015:Gaspésie-Les Îles-de-la-Madeleine",15345,38.73,NA,"34217.07",TRUE
"Gaspésie-Les Îles-de-la-Madeleine","F2015",3,"F2015:Gaspésie-Les Îles-de-la-Madeleine:Jean-Pierre Pigeon:Conservative","Conservative","Jean-Pierre Pigeon","F2015:Gaspésie-Les Îles-de-la-Madeleine",2398,6.05,NA,"9215.28",FALSE
"Gaspésie-Les Îles-de-la-Madeleine","F2015",4,"F2015:Gaspésie-Les Îles-de-la-Madeleine:Jim Morrison:Green","Green","Jim Morrison","F2015:Gaspésie-Les Îles-de-la-Madeleine",400,1.01,NA,NA,FALSE
"Gaspésie-Les Îles-de-la-Madeleine","F2015",2,"F2015:Gaspésie-Les Îles-de-la-Madeleine:Nicholas Roussy:Bloc Québécois","Bloc Québécois","Nicholas Roussy","F2015:Gaspésie-Les Îles-de-la-Madeleine",8289,20.92,NA,"51177.09",FALSE
