"riding_id","election_id","order","cre_id","party_name","candidate_name","re_id","votes","votes_percent","delta_percent","expenditures","elected"
"Laurentides-Labelle","F2015",4,"F2015:Laurentides-Labelle:Niloufar Hedjazi:Green","Green","Niloufar Hedjazi","F2015:Laurentides-Labelle",1251,1.98,NA,NA,FALSE
"Laurentides-Labelle","F2015",2,"F2015:Laurentides-Labelle:Simon-Pierre Landry:New Democratic","New Democratic","Simon-Pierre Landry","F2015:Laurentides-Labelle",16644,26.35,NA,"46974.86",FALSE
"Laurentides-Labelle","F2015",3,"F2015:Laurentides-Labelle:Sylvain Charron:Conservative","Conservative","Sylvain Charron","F2015:Laurentides-Labelle",6209,9.83,NA,"4589.93",FALSE
"Laurier-Sainte-Marie","F2015",2,"F2015:Laurier-Sainte-Marie:Christine Poirier:Liberal","Liberal","Christine Poirier","F2015:Laurier-Sainte-Marie",12938,23.66,NA,"38580.06",FALSE
"Laurier-Sainte-Marie","F2015",4,"F2015:Laurier-Sainte-Marie:Cyrille Giraud:Green","Green","Cyrille Giraud","F2015:Laurier-Sainte-Marie",1904,3.48,NA,"4793.71",FALSE
"Laurier-Sainte-Marie","F2015",3,"F2015:Laurier-Sainte-Marie:Daniel Gaudreau:Conservative","Conservative","Daniel Gaudreau","F2015:Laurier-Sainte-Marie",2242,4.1,NA,"4220.0",FALSE
"Laurier-Sainte-Marie","F2015",1,"F2015:Laurier-Sainte-Marie:Gilles Duceppe:Bloc Québécois","Bloc Québécois","Gilles Duceppe","F2015:Laurier-Sainte-Marie",15699,28.71,NA,"57168.55",FALSE
"Laurier-Sainte-Marie","F2015",0,"F2015:Laurier-Sainte-Marie:Hélène Laverdière:New Democratic","New Democratic","Hélène Laverdière","F2015:Laurier-Sainte-Marie",20929,38.27,NA,"89556.47",TRUE
"Laval-Les Îles","F2015",4,"F2015:Laval-Les Îles:Faiza R'Guiba-Kalogerakis:Green","Green","Faiza R'Guiba-Kalogerakis","F2015:Laval-Les Îles",919,1.69,NA,"2605.36",FALSE
"Laval-Les Îles","F2015",0,"F2015:Laval-Les Îles:Fayçal El-Khoury:Liberal","Liberal","Fayçal El-Khoury","F2015:Laval-Les Îles",25857,47.7,NA,"86424.5",TRUE
"Laval-Les Îles","F2015",1,"F2015:Laval-Les Îles:François Pilon:New Democratic","New Democratic","François Pilon","F2015:Laval-Les Îles",10710,19.77,NA,"29014.2",FALSE
"Laval-Les Îles","F2015",3,"F2015:Laval-Les Îles:Nancy Redhead:Bloc Québécois","Bloc Québécois","Nancy Redhead","F2015:Laval-Les Îles",6731,12.42,NA,"19952.32",FALSE
"Laval-Les Îles","F2015",2,"F2015:Laval-Les Îles:Roland Dick:Conservative","Conservative","Roland Dick","F2015:Laval-Les Îles",9811,18.1,NA,"114413.09",FALSE
"Leeds-Grenville-Thousand Islands and Rideau Lakes","F2015",0,"F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes:Gord Brown:Conservative","Conservative","Gord Brown","F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes",26738,47.38,NA,"118628.9",TRUE
"Leeds-Grenville-Thousand Islands and Rideau Lakes","F2015",3,"F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes:Lorraine A. Rekmans:Green","Green","Lorraine A. Rekmans","F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes",2088,3.7,NA,"6935.4",FALSE
"Leeds-Grenville-Thousand Islands and Rideau Lakes","F2015",2,"F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes:Margaret Andrade:New Democratic","New Democratic","Margaret Andrade","F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes",4722,8.37,NA,"5647.96",FALSE
"Leeds-Grenville-Thousand Islands and Rideau Lakes","F2015",1,"F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes:Mary Jean McFall:Liberal","Liberal","Mary Jean McFall","F2015:Leeds-Grenville-Thousand Islands and Rideau Lakes",22888,40.56,NA,"98777.41",FALSE
"Lethbridge","F2015",1,"F2015:Lethbridge:Cheryl Meheden:New Democratic","New Democratic","Cheryl Meheden","F2015:Lethbridge",11674,20.5,NA,"115672.18",FALSE
"Lethbridge","F2015",3,"F2015:Lethbridge:Kas MacMillan:Green","Green","Kas MacMillan","F2015:Lethbridge",1461,2.57,NA,"2377.7",FALSE
"Lethbridge","F2015",2,"F2015:Lethbridge:Mike Pyne:Liberal","Liberal","Mike Pyne","F2015:Lethbridge",10532,18.5,NA,"34405.68",FALSE
"Lethbridge","F2015",0,"F2015:Lethbridge:Rachael Harder:Conservative","Conservative","Rachael Harder","F2015:Lethbridge",32321,56.76,NA,"120662.32",TRUE
"London North Centre","F2015",3,"F2015:London North Centre:Carol Dyck:Green","Green","Carol Dyck","F2015:London North Centre",2286,3.56,NA,"2843.9",FALSE
"London North Centre","F2015",2,"F2015:London North Centre:German Gutierrez:New Democratic","New Democratic","German Gutierrez","F2015:London North Centre",9423,14.66,NA,"35678.98",FALSE
"London North Centre","F2015",0,"F2015:London North Centre:Peter Fragiskatos:Liberal","Liberal","Peter Fragiskatos","F2015:London North Centre",32427,50.45,NA,"139844.01",TRUE
"London North Centre","F2015",1,"F2015:London North Centre:Susan Truppe:Conservative","Conservative","Susan Truppe","F2015:London North Centre",19990,31.1,NA,"133769.73",FALSE
"London West","F2015",3,"F2015:London West:Dimitri Lascaris:Green","Green","Dimitri Lascaris","F2015:London West",1918,2.82,NA,"31948.87",FALSE
"London West","F2015",1,"F2015:London West:Ed Holder:Conservative","Conservative","Ed Holder","F2015:London West",24036,35.33,NA,"193780.18",FALSE
"London West","F2015",0,"F2015:London West:Kate Young:Liberal","Liberal","Kate Young","F2015:London West",31167,45.82,NA,"126846.59",TRUE
"London West","F2015",2,"F2015:London West:Matthew Rowlinson:New Democratic","New Democratic","Matthew Rowlinson","F2015:London West",10087,14.83,NA,"56369.31",FALSE
"London-Fanshawe","F2015",0,"F2015:London-Fanshawe:Irene Mathyssen:New Democratic","New Democratic","Irene Mathyssen","F2015:London-Fanshawe",20684,37.78,NA,"90397.33",TRUE
"London-Fanshawe","F2015",1,"F2015:London-Fanshawe:Khalil Ramal:Liberal","Liberal","Khalil Ramal","F2015:London-Fanshawe",17214,31.44,NA,"47724.86",FALSE
"London-Fanshawe","F2015",3,"F2015:London-Fanshawe:Matthew Peloza:Green","Green","Matthew Peloza","F2015:London-Fanshawe",1604,2.93,NA,"1194.57",FALSE
"London-Fanshawe","F2015",2,"F2015:London-Fanshawe:Suzanna Dieleman:Conservative","Conservative","Suzanna Dieleman","F2015:London-Fanshawe",14891,27.2,NA,"57368.78",FALSE
"Long Range Mountains","F2015",2,"F2015:Long Range Mountains:Devon Babstock:New Democratic","New Democratic","Devon Babstock","F2015:Long Range Mountains",4739,11.33,NA,"8554.67",FALSE
"Long Range Mountains","F2015",0,"F2015:Long Range Mountains:Gudie Hutchings:Liberal","Liberal","Gudie Hutchings","F2015:Long Range Mountains",30889,73.85,NA,"37729.67",TRUE
"Long Range Mountains","F2015",3,"F2015:Long Range Mountains:Terry Cormier:Green","Green","Terry Cormier","F2015:Long Range Mountains",1111,2.66,NA,"2064.79",FALSE
"Long Range Mountains","F2015",1,"F2015:Long Range Mountains:Wayne Ruth:Conservative","Conservative","Wayne Ruth","F2015:Long Range Mountains",5085,12.16,NA,"21208.61",FALSE
"Longueuil-Charles-LeMoyne","F2015",4,"F2015:Longueuil-Charles-LeMoyne:Mario Leclerc:Green","Green","Mario Leclerc","F2015:Longueuil-Charles-LeMoyne",1510,2.92,NA,"6229.28",FALSE
"Longueuil-Charles-LeMoyne","F2015",1,"F2015:Longueuil-Charles-LeMoyne:Philippe Cloutier:Bloc Québécois","Bloc Québécois","Philippe Cloutier","F2015:Longueuil-Charles-LeMoyne",13974,27.03,NA,"54305.34",FALSE
"Longueuil-Charles-LeMoyne","F2015",2,"F2015:Longueuil-Charles-LeMoyne:Sadia Groguhé:New Democratic","New Democratic","Sadia Groguhé","F2015:Longueuil-Charles-LeMoyne",12468,24.11,NA,NA,FALSE
"Longueuil-Charles-LeMoyne","F2015",0,"F2015:Longueuil-Charles-LeMoyne:Sherry Romanado:Liberal","Liberal","Sherry Romanado","F2015:Longueuil-Charles-LeMoyne",18301,35.39,NA,"26644.67",TRUE
"Longueuil-Charles-LeMoyne","F2015",3,"F2015:Longueuil-Charles-LeMoyne:Thomas Barré:Conservative","Conservative","Thomas Barré","F2015:Longueuil-Charles-LeMoyne",4961,9.59,NA,NA,FALSE
"Longueuil-Saint-Hubert","F2015",4,"F2015:Longueuil-Saint-Hubert:Casandra Poitras:Green","Green","Casandra Poitras","F2015:Longueuil-Saint-Hubert",1447,2.49,NA,NA,FALSE
"Longueuil-Saint-Hubert","F2015",2,"F2015:Longueuil-Saint-Hubert:Denis Trudel (fr):Bloc Québécois","Bloc Québécois","Denis Trudel (fr)","F2015:Longueuil-Saint-Hubert",15873,27.27,NA,NA,FALSE
"Longueuil-Saint-Hubert","F2015",3,"F2015:Longueuil-Saint-Hubert:John Sedlak:Conservative","Conservative","John Sedlak","F2015:Longueuil-Saint-Hubert",5087,8.74,NA,"6341.7",FALSE
"Longueuil-Saint-Hubert","F2015",1,"F2015:Longueuil-Saint-Hubert:Michael O'Grady:Liberal","Liberal","Michael O'Grady","F2015:Longueuil-Saint-Hubert",17468,30.01,NA,NA,FALSE
"Longueuil-Saint-Hubert","F2015",0,"F2015:Longueuil-Saint-Hubert:Pierre Nantel:New Democratic","New Democratic","Pierre Nantel","F2015:Longueuil-Saint-Hubert",18171,31.22,NA,"41956.98",TRUE
"Louis-Hébert","F2015",4,"F2015:Louis-Hébert:Andrée-Anne Beaudoin-Julien:Green","Green","Andrée-Anne Beaudoin-Julien","F2015:Louis-Hébert",1561,2.53,NA,NA,FALSE
"Louis-Hébert","F2015",3,"F2015:Louis-Hébert:Caroline Pageau:Bloc Québécois","Bloc Québécois","Caroline Pageau","F2015:Louis-Hébert",8900,14.41,NA,"31934.38",FALSE
"Louis-Hébert","F2015",2,"F2015:Louis-Hébert:Denis Blanchette:New Democratic","New Democratic","Denis Blanchette","F2015:Louis-Hébert",12850,20.81,NA,"69979.91",FALSE
"Louis-Hébert","F2015",1,"F2015:Louis-Hébert:Jean-Pierre Asselin:Conservative","Conservative","Jean-Pierre Asselin","F2015:Louis-Hébert",16789,27.19,NA,"75098.22",FALSE
"Louis-Hébert","F2015",0,"F2015:Louis-Hébert:Joël Lightbound:Liberal","Liberal","Joël Lightbound","F2015:Louis-Hébert",21516,34.85,NA,"61915.23",TRUE
"Louis-Saint-Laurent","F2015",2,"F2015:Louis-Saint-Laurent:G. Daniel Caron:New Democratic","New Democratic","G. Daniel Caron","F2015:Louis-Saint-Laurent",10296,15.92,NA,"48765.46",FALSE
"Louis-Saint-Laurent","F2015",0,"F2015:Louis-Saint-Laurent:Gérard Deltell:Conservative","Conservative","Gérard Deltell","F2015:Louis-Saint-Laurent",32637,50.46,NA,"74381.15",TRUE
"Louis-Saint-Laurent","F2015",4,"F2015:Louis-Saint-Laurent:Michel Savard:Green","Green","Michel Savard","F2015:Louis-Saint-Laurent",1210,1.87,NA,NA,FALSE
"Louis-Saint-Laurent","F2015",3,"F2015:Louis-Saint-Laurent:Ronald Sirard:Bloc Québécois","Bloc Québécois","Ronald Sirard","F2015:Louis-Saint-Laurent",6688,10.34,NA,"12115.99",FALSE
"Louis-Saint-Laurent","F2015",1,"F2015:Louis-Saint-Laurent:Youri Rousseau:Liberal","Liberal","Youri Rousseau","F2015:Louis-Saint-Laurent",13852,21.42,NA,"26310.43",FALSE
"Lévis-Lotbinière","F2015",1,"F2015:Lévis-Lotbinière:Claude Boucher:Liberal","Liberal","Claude Boucher","F2015:Lévis-Lotbinière",13562,21.67,NA,"20248.35",FALSE
"Lévis-Lotbinière","F2015",2,"F2015:Lévis-Lotbinière:Hélène Bilodeau:New Democratic","New Democratic","Hélène Bilodeau","F2015:Lévis-Lotbinière",9246,14.77,NA,"14490.33",FALSE
"Lévis-Lotbinière","F2015",0,"F2015:Lévis-Lotbinière:Jacques Gourde:Conservative","Conservative","Jacques Gourde","F2015:Lévis-Lotbinière",31357,50.1,NA,"87534.69",TRUE
"Lévis-Lotbinière","F2015",3,"F2015:Lévis-Lotbinière:Steve Gagné:Bloc Québécois","Bloc Québécois","Steve Gagné","F2015:Lévis-Lotbinière",7163,11.44,NA,"17237.82",FALSE
"Lévis-Lotbinière","F2015",4,"F2015:Lévis-Lotbinière:Tina Biello:Green","Green","Tina Biello","F2015:Lévis-Lotbinière",1124,1.8,NA,NA,FALSE
"Madawaska-Restigouche","F2015",2,"F2015:Madawaska-Restigouche:Bernard Valcourt:Conservative","Conservative","Bernard Valcourt","F2015:Madawaska-Restigouche",6151,16.49,NA,"101364.85",FALSE
"Madawaska-Restigouche","F2015",3,"F2015:Madawaska-Restigouche:Françoise Aubin:Green","Green","Françoise Aubin","F2015:Madawaska-Restigouche",707,1.9,NA,NA,FALSE
"Madawaska-Restigouche","F2015",0,"F2015:Madawaska-Restigouche:René Arseneault:Liberal","Liberal","René Arseneault","F2015:Madawaska-Restigouche",20778,55.7,NA,"66315.47",TRUE
"Madawaska-Restigouche","F2015",1,"F2015:Madawaska-Restigouche:Rosaire L'Italien:New Democratic","New Democratic","Rosaire L'Italien","F2015:Madawaska-Restigouche",9670,25.92,NA,"92730.82",FALSE
"Malpeque","F2015",2,"F2015:Malpeque:Leah-Jane Hayward:New Democratic","New Democratic","Leah-Jane Hayward","F2015:Malpeque",2509,11.17,NA,"6264.15",FALSE
"Malpeque","F2015",3,"F2015:Malpeque:Lynne Lund:Green","Green","Lynne Lund","F2015:Malpeque",2066,9.19,NA,"12265.59",FALSE
"Malpeque","F2015",1,"F2015:Malpeque:Stephen Stewart:Conservative","Conservative","Stephen Stewart","F2015:Malpeque",3947,17.56,NA,"40127.0",FALSE
"Malpeque","F2015",0,"F2015:Malpeque:Wayne Easter:Liberal","Liberal","Wayne Easter","F2015:Malpeque",13950,62.08,NA,"84420.76",TRUE
"Manicouagan","F2015",2,"F2015:Manicouagan:Jonathan Genest-Jourdain:New Democratic","New Democratic","Jonathan Genest-Jourdain","F2015:Manicouagan",7359,17.51,NA,"24554.75",FALSE
"Manicouagan","F2015",0,"F2015:Manicouagan:Marilène Gill:Bloc Québécois","Bloc Québécois","Marilène Gill","F2015:Manicouagan",17338,41.25,NA,"19611.43",TRUE
"Manicouagan","F2015",1,"F2015:Manicouagan:Mario Tremblay:Liberal","Liberal","Mario Tremblay","F2015:Manicouagan",12343,29.37,NA,"9363.37",FALSE
"Manicouagan","F2015",4,"F2015:Manicouagan:Nathan Grills:Green","Green","Nathan Grills","F2015:Manicouagan",673,1.6,NA,NA,FALSE
"Manicouagan","F2015",3,"F2015:Manicouagan:Yvon Boudreau:Conservative","Conservative","Yvon Boudreau","F2015:Manicouagan",4317,10.27,NA,"16863.38",FALSE
"Marc-Aurèle-Fortin","F2015",4,"F2015:Marc-Aurèle-Fortin:Lorna Mungur:Green","Green","Lorna Mungur","F2015:Marc-Aurèle-Fortin",1057,1.94,NA,NA,FALSE
"Marc-Aurèle-Fortin","F2015",1,"F2015:Marc-Aurèle-Fortin:Marie-Josée Lemieux:New Democratic","New Democratic","Marie-Josée Lemieux","F2015:Marc-Aurèle-Fortin",12827,23.59,NA,"54504.31",FALSE
"Marc-Aurèle-Fortin","F2015",3,"F2015:Marc-Aurèle-Fortin:Nicolas Makridis:Conservative","Conservative","Nicolas Makridis","F2015:Marc-Aurèle-Fortin",6498,11.94,NA,"3236.86",FALSE
"Marc-Aurèle-Fortin","F2015",2,"F2015:Marc-Aurèle-Fortin:Patrice Jasmin-Tremblay:Bloc Québécois","Bloc Québécois","Patrice Jasmin-Tremblay","F2015:Marc-Aurèle-Fortin",11820,21.72,NA,"22415.01",FALSE
"Marc-Aurèle-Fortin","F2015",0,"F2015:Marc-Aurèle-Fortin:Yves Robillard:Liberal","Liberal","Yves Robillard","F2015:Marc-Aurèle-Fortin",22323,41.02,NA,"11004.21",TRUE
"Markham-Stouffville","F2015",2,"F2015:Markham-Stouffville:Gregory Hines:New Democratic","New Democratic","Gregory Hines","F2015:Markham-Stouffville",3647,6.1,NA,"7176.28",FALSE
"Markham-Stouffville","F2015",0,"F2015:Markham-Stouffville:Jane Philpott:Liberal","Liberal","Jane Philpott","F2015:Markham-Stouffville",29416,49.21,NA,"112011.35",TRUE
"Markham-Stouffville","F2015",3,"F2015:Markham-Stouffville:Myles O'Brien:Green","Green","Myles O'Brien","F2015:Markham-Stouffville",1145,1.92,NA,"1395.62",FALSE
"Markham-Stouffville","F2015",1,"F2015:Markham-Stouffville:Paul Calandra:Conservative","Conservative","Paul Calandra","F2015:Markham-Stouffville",25565,42.77,NA,"164609.85",FALSE
"Markham-Thornhill","F2015",1,"F2015:Markham-Thornhill:Jobson Easow:Conservative","Conservative","Jobson Easow","F2015:Markham-Thornhill",13849,32.31,NA,"128323.59",FALSE
"Markham-Thornhill","F2015",0,"F2015:Markham-Thornhill:John McCallum:Liberal","Liberal","John McCallum","F2015:Markham-Thornhill",23878,55.72,NA,"78406.9",TRUE
"Markham-Thornhill","F2015",3,"F2015:Markham-Thornhill:Joshua Russell:Green","Green","Joshua Russell","F2015:Markham-Thornhill",535,1.25,NA,NA,FALSE
"Markham-Thornhill","F2015",2,"F2015:Markham-Thornhill:Senthi Chelliah:New Democratic","New Democratic","Senthi Chelliah","F2015:Markham-Thornhill",4595,10.72,NA,"48598.52",FALSE
"Markham-Unionville","F2015",1,"F2015:Markham-Unionville:Bang-Gu Jiang:Liberal","Liberal","Bang-Gu Jiang","F2015:Markham-Unionville",21596,43.33,NA,"105134.99",FALSE
"Markham-Unionville","F2015",0,"F2015:Markham-Unionville:Bob Saroya:Conservative","Conservative","Bob Saroya","F2015:Markham-Unionville",24605,49.37,NA,"148191.54",TRUE
"Markham-Unionville","F2015",2,"F2015:Markham-Unionville:Colleen Zimmerman:New Democratic","New Democratic","Colleen Zimmerman","F2015:Markham-Unionville",2528,5.07,NA,"3111.82",FALSE
"Markham-Unionville","F2015",3,"F2015:Markham-Unionville:Elvin Kao:Green","Green","Elvin Kao","F2015:Markham-Unionville",1110,2.23,NA,"4322.49",FALSE
"Medicine Hat-Cardston-Warner","F2015",3,"F2015:Medicine Hat-Cardston-Warner:Brent Smith:Green","Green","Brent Smith","F2015:Medicine Hat-Cardston-Warner",1319,2.6,NA,"741.29",FALSE
"Medicine Hat-Cardston-Warner","F2015",2,"F2015:Medicine Hat-Cardston-Warner:Erin Weir:New Democratic","New Democratic","Erin Weir","F2015:Medicine Hat-Cardston-Warner",4897,9.67,NA,"9291.81",FALSE
"Medicine Hat-Cardston-Warner","F2015",1,"F2015:Medicine Hat-Cardston-Warner:Glen Allan:Liberal","Liberal","Glen Allan","F2015:Medicine Hat-Cardston-Warner",9085,17.94,NA,"15408.61",FALSE
"Medicine Hat-Cardston-Warner","F2015",0,"F2015:Medicine Hat-Cardston-Warner:Jim Hillyer:Conservative","Conservative","Jim Hillyer","F2015:Medicine Hat-Cardston-Warner",34849,68.8,NA,"54953.54",TRUE
"Milton","F2015",2,"F2015:Milton:Alex Anabusi:New Democratic","New Democratic","Alex Anabusi","F2015:Milton",5366,10.88,NA,"6027.16",FALSE
"Milton","F2015",1,"F2015:Milton:Azim Rizvee:Liberal","Liberal","Azim Rizvee","F2015:Milton",19940,40.44,NA,"120826.89",FALSE
"Milton","F2015",0,"F2015:Milton:Lisa Raitt:Conservative","Conservative","Lisa Raitt","F2015:Milton",22378,45.38,NA,"102240.41",TRUE
"Milton","F2015",3,"F2015:Milton:Mini Batra:Green","Green","Mini Batra","F2015:Milton",1131,2.29,NA,"2700.16",FALSE
"Mirabel","F2015",3,"F2015:Mirabel:Gordon Ferguson:Conservative","Conservative","Gordon Ferguson","F2015:Mirabel",6020,10.13,NA,"4496.74",FALSE
"Mirabel","F2015",4,"F2015:Mirabel:Jocelyn Gifford:Green","Green","Jocelyn Gifford","F2015:Mirabel",1301,2.19,NA,NA,FALSE
"Mirabel","F2015",2,"F2015:Mirabel:Karl Trudel:Liberal","Liberal","Karl Trudel","F2015:Mirabel",15514,26.11,NA,"16340.47",FALSE
"Mirabel","F2015",1,"F2015:Mirabel:Mylène Freeman:New Democratic","New Democratic","Mylène Freeman","F2015:Mirabel",17873,30.08,NA,"52822.53",FALSE
"Mirabel","F2015",0,"F2015:Mirabel:Simon Marcil:Bloc Québécois","Bloc Québécois","Simon Marcil","F2015:Mirabel",18710,31.49,NA,"14070.3",TRUE
"Miramichi-Grand Lake","F2015",3,"F2015:Miramichi-Grand Lake:Matthew Ian Clark:Green","Green","Matthew Ian Clark","F2015:Miramichi-Grand Lake",1098,3.02,NA,"218.93",FALSE
"Miramichi-Grand Lake","F2015",0,"F2015:Miramichi-Grand Lake:Pat Finnigan:Liberal","Liberal","Pat Finnigan","F2015:Miramichi-Grand Lake",17202,47.31,NA,"48194.18",TRUE
"Miramichi-Grand Lake","F2015",2,"F2015:Miramichi-Grand Lake:Patrick Colford:New Democratic","New Democratic","Patrick Colford","F2015:Miramichi-Grand Lake",5588,15.37,NA,"25196.78",FALSE
"Miramichi-Grand Lake","F2015",1,"F2015:Miramichi-Grand Lake:Tilly O'Neill-Gordon:Conservative","Conservative","Tilly O'Neill-Gordon","F2015:Miramichi-Grand Lake",12476,34.31,NA,"77944.9",FALSE
"Mission-Matsqui-Fraser Canyon","F2015",3,"F2015:Mission-Matsqui-Fraser Canyon:Arthur Alexander Green:Green","Green","Arthur Alexander Green","F2015:Mission-Matsqui-Fraser Canyon",2293,5.15,NA,"13329.06",FALSE
"Mission-Matsqui-Fraser Canyon","F2015",1,"F2015:Mission-Matsqui-Fraser Canyon:Brad Vis:Conservative","Conservative","Brad Vis","F2015:Mission-Matsqui-Fraser Canyon",15587,34.91,NA,"97837.0",FALSE
"Mission-Matsqui-Fraser Canyon","F2015",2,"F2015:Mission-Matsqui-Fraser Canyon:Dennis Adamson:New Democratic","New Democratic","Dennis Adamson","F2015:Mission-Matsqui-Fraser Canyon",9174,20.55,NA,NA,FALSE
"Mission-Matsqui-Fraser Canyon","F2015",0,"F2015:Mission-Matsqui-Fraser Canyon:Jati Sidhu:Liberal","Liberal","Jati Sidhu","F2015:Mission-Matsqui-Fraser Canyon",16625,37.23,NA,"101945.63",TRUE
"Mississauga Centre","F2015",2,"F2015:Mississauga Centre:Farheen Khan:New Democratic","New Democratic","Farheen Khan","F2015:Mississauga Centre",4920,9.49,NA,"37910.15",FALSE
"Mississauga Centre","F2015",1,"F2015:Mississauga Centre:Julius Tiangson:Conservative","Conservative","Julius Tiangson","F2015:Mississauga Centre",17431,33.62,NA,"124639.4",FALSE
"Mississauga Centre","F2015",3,"F2015:Mississauga Centre:Linh Nguyen:Green","Green","Linh Nguyen","F2015:Mississauga Centre",1129,2.18,NA,NA,FALSE
"Mississauga Centre","F2015",0,"F2015:Mississauga Centre:Omar Alghabra:Liberal","Liberal","Omar Alghabra","F2015:Mississauga Centre",28372,54.72,NA,"91229.39",TRUE
"Mississauga East-Cooksville","F2015",2,"F2015:Mississauga East-Cooksville:Ali Naqvi:New Democratic","New Democratic","Ali Naqvi","F2015:Mississauga East-Cooksville",4481,8.63,NA,"34143.24",FALSE
"Mississauga East-Cooksville","F2015",3,"F2015:Mississauga East-Cooksville:Jaymini Bhikha:Green","Green","Jaymini Bhikha","F2015:Mississauga East-Cooksville",766,1.48,NA,NA,FALSE
"Mississauga East-Cooksville","F2015",0,"F2015:Mississauga East-Cooksville:Peter Fonseca:Liberal","Liberal","Peter Fonseca","F2015:Mississauga East-Cooksville",28154,54.23,NA,"85296.75",TRUE
"Mississauga East-Cooksville","F2015",1,"F2015:Mississauga East-Cooksville:Wladyslaw Lizon:Conservative","Conservative","Wladyslaw Lizon","F2015:Mississauga East-Cooksville",18353,35.35,NA,"109692.04",FALSE
"Mississauga-Erin Mills","F2015",3,"F2015:Mississauga-Erin Mills:Andrew Roblin:Green","Green","Andrew Roblin","F2015:Mississauga-Erin Mills",905,1.64,NA,NA,FALSE
"Mississauga-Erin Mills","F2015",1,"F2015:Mississauga-Erin Mills:Bob Dechert:Conservative","Conservative","Bob Dechert","F2015:Mississauga-Erin Mills",21716,39.24,NA,"193213.89",FALSE
"Mississauga-Erin Mills","F2015",0,"F2015:Mississauga-Erin Mills:Iqra Khalid:Liberal","Liberal","Iqra Khalid","F2015:Mississauga-Erin Mills",27520,49.72,NA,"76451.79",TRUE
"Mississauga-Erin Mills","F2015",2,"F2015:Mississauga-Erin Mills:Michelle Bilek:New Democratic","New Democratic","Michelle Bilek","F2015:Mississauga-Erin Mills",5206,9.41,NA,"16151.22",FALSE
"Mississauga-Lakeshore","F2015",3,"F2015:Mississauga-Lakeshore:Ariana Burgener:Green","Green","Ariana Burgener","F2015:Mississauga-Lakeshore",1397,2.36,NA,"1924.23",FALSE
"Mississauga-Lakeshore","F2015",2,"F2015:Mississauga-Lakeshore:Eric Guerbilsky:New Democratic","New Democratic","Eric Guerbilsky","F2015:Mississauga-Lakeshore",4735,7.99,NA,"6908.86",FALSE
"Mississauga-Lakeshore","F2015",1,"F2015:Mississauga-Lakeshore:Stella Ambler:Conservative","Conservative","Stella Ambler","F2015:Mississauga-Lakeshore",24435,41.22,NA,"221638.11",FALSE
"Mississauga-Lakeshore","F2015",0,"F2015:Mississauga-Lakeshore:Sven Spengemann:Liberal","Liberal","Sven Spengemann","F2015:Mississauga-Lakeshore",28279,47.71,NA,"74169.4",TRUE
"Mississauga-Malton","F2015",2,"F2015:Mississauga-Malton:Dianne Douglas:New Democratic","New Democratic","Dianne Douglas","F2015:Mississauga-Malton",5450,12.31,NA,"5226.05",FALSE
"Mississauga-Malton","F2015",3,"F2015:Mississauga-Malton:Heather Mercer:Green","Green","Heather Mercer","F2015:Mississauga-Malton",737,1.67,NA,NA,FALSE
"Mississauga-Malton","F2015",1,"F2015:Mississauga-Malton:Jagdish Grewal:Conservative","Conservative","Jagdish Grewal","F2015:Mississauga-Malton",11701,26.44,NA,"126893.52",FALSE
"Mississauga-Malton","F2015",0,"F2015:Mississauga-Malton:Navdeep Bains:Liberal","Liberal","Navdeep Bains","F2015:Mississauga-Malton",26165,59.12,NA,"103144.9",TRUE
"Mississauga-Streetsville","F2015",1,"F2015:Mississauga-Streetsville:Brad Butt:Conservative","Conservative","Brad Butt","F2015:Mississauga-Streetsville",22621,40.4,NA,NA,FALSE
"Mississauga-Streetsville","F2015",3,"F2015:Mississauga-Streetsville:Chris Hill:Green","Green","Chris Hill","F2015:Mississauga-Streetsville",1293,2.31,NA,NA,FALSE
"Mississauga-Streetsville","F2015",2,"F2015:Mississauga-Streetsville:Fayaz Karim:New Democratic","New Democratic","Fayaz Karim","F2015:Mississauga-Streetsville",5040,9,NA,NA,FALSE
"Mississauga-Streetsville","F2015",0,"F2015:Mississauga-Streetsville:Gagan Sikand:Liberal","Liberal","Gagan Sikand","F2015:Mississauga-Streetsville",26792,47.84,NA,NA,TRUE
"Moncton-Riverview-Dieppe","F2015",0,"F2015:Moncton-Riverview-Dieppe:Ginette Petitpas Taylor:Liberal","Liberal","Ginette Petitpas Taylor","F2015:Moncton-Riverview-Dieppe",30054,57.75,NA,"63968.39",TRUE
"Moncton-Riverview-Dieppe","F2015",2,"F2015:Moncton-Riverview-Dieppe:Luc LeBlanc:New Democratic","New Democratic","Luc LeBlanc","F2015:Moncton-Riverview-Dieppe",8420,16.18,NA,"33592.43",FALSE
"Moncton-Riverview-Dieppe","F2015",3,"F2015:Moncton-Riverview-Dieppe:Luc Melanson:Green","Green","Luc Melanson","F2015:Moncton-Riverview-Dieppe",2399,4.61,NA,"9724.74",FALSE
